TrainOrTest,Target,Location,Data split ratio,Median,OW,OW*,CWM,CEWM,SSIN,SSDE,RegE,RegC,RegS,Lambda_RegE,Lambda_RegC,Lambda_RegS
Test,4,2,8,0.1546,-0.2253,0.0305,0.1146,0.1138,-0.0148,0.0177,-0.1397,-0.0681,-0.0790,2.00,4.00,5.00
Test,4,2,9,0.0236,-0.2123,-0.1034,-0.0302,-0.0296,-0.1334,-0.1334,-0.2408,-0.1701,-0.1599,2.00,5.00,6.00
Test,4,3,1,-0.0094,-0.9882,-0.0340,-0.0413,-0.0530,0.0542,0.0172,0.0000,-0.0413,0.0172,50200.00,81600.00,100.00
Test,4,3,2,-0.0447,-0.0383,0.0749,-0.0744,-0.0911,0.0606,0.0397,-0.0074,0.0467,0.0771,9.00,27800.00,49600.00
Test,4,3,3,-0.0398,0.0331,0.0702,-0.0598,-0.0799,0.0731,0.0701,0.0734,0.0547,0.0808,3.00,24000.00,11900.00
Test,4,3,4,-0.0287,-0.0738,0.0699,-0.0448,-0.0622,0.0456,0.0790,0.0511,0.0339,0.0729,5.00,7.00,22000.00
Test,4,3,5,-0.0318,0.0190,0.0681,-0.0477,-0.0628,0.0431,0.0694,0.0453,-0.0477,0.0694,6.00,42000.00,38900.00
Test,4,3,6,-0.0091,0.0585,0.0973,-0.0117,-0.0317,0.0811,0.0988,0.0980,0.0695,0.0988,2.00,30200.00,94300.00
Test,4,3,7,-0.0393,-0.0269,0.0499,-0.0563,-0.0667,-0.0200,0.0335,0.0504,-0.0563,0.0335,8.00,53700.00,81000.00
Test,4,3,8,-0.0611,-0.0674,0.0404,-0.1011,-0.1016,-0.0164,-0.0124,-0.0024,-0.1011,-0.0124,14.00,36700.00,28400.00
Test,4,3,9,-0.0347,0.0563,0.0976,-0.0419,-0.0673,0.0947,0.0833,0.0711,-0.0038,0.0916,11.00,35500.00,9700.00
Test,4,4,1,0.0589,-1.2051,-0.3918,-0.0059,-0.0134,-0.4822,-0.4822,0.0647,0.0099,-0.4906,100.00,1900.00,1400.00
Test,4,4,2,0.0040,-0.7923,-0.5168,-0.0728,-0.0701,-0.6054,-0.6054,-0.4467,-0.4723,-0.6054,0.32,0.28,5800.00
Test,4,4,3,0.0766,-0.4308,-0.2066,0.0037,0.0045,0.0239,-0.0327,0.0161,-0.0173,-0.0327,100.00,20600.00,26200.00
Test,4,4,4,0.0378,-0.2295,-0.0332,-0.0270,-0.0193,-0.0138,-0.0206,-0.1276,-0.0035,-0.0210,3.00,92700.00,9400.00
Test,4,4,5,0.0093,-0.1041,-0.0740,-0.0565,-0.0490,-0.0360,-0.0452,-0.1064,-0.0953,-0.0459,0.78,3.00,400.00
Test,4,4,6,0.0371,-0.1549,-0.0078,-0.0257,-0.0182,-0.0121,-0.0129,0.0171,-0.0282,-0.0129,27.00,5.00,70100.00
Test,4,4,7,0.0084,-0.1438,-0.0420,-0.0620,-0.0530,-0.0386,-0.0386,-0.0233,-0.0620,-0.0373,18.00,29300.00,1900.00
Test,4,4,8,-0.0028,-0.1746,-0.0877,-0.0878,-0.0754,-0.1006,-0.1247,-0.0865,-0.0920,-0.1448,9.00,13.00,37000.00
Test,4,4,9,-0.0295,-0.1391,-0.0788,-0.1208,-0.1099,-0.1364,-0.0682,-0.0870,-0.0946,-0.0682,19.00,22400.00,100.00
Test,4,5,1,-0.0801,-0.3046,-0.0202,-0.1030,-0.1217,-0.0499,-0.0499,0.0479,0.0022,-0.0492,11100.00,19800.00,500.00
Test,4,5,2,-0.0888,-0.1864,-0.0086,-0.1097,-0.1260,0.0020,-0.0348,-0.1141,-0.1085,-0.0348,0.56,0.51,600.00
Test,4,5,3,-0.0476,-0.0896,0.0139,-0.0528,-0.0795,0.0163,0.0042,-0.0847,-0.0397,0.0100,0.46,0.89,600.00
Test,4,5,4,-0.0524,-0.0943,0.0380,-0.0876,-0.0793,0.0147,0.0017,0.0000,-0.0138,0.0017,100.00,26.00,37300.00
Test,4,5,5,-0.0658,-0.2116,0.0462,-0.1093,-0.0895,-0.0235,-0.0236,-0.0010,-0.0313,-0.0219,9.00,27.00,1000.00
Test,4,5,6,-0.0622,-0.2665,0.0462,-0.0648,-0.0668,0.0168,0.0103,-0.1606,-0.1745,0.0182,0.28,0.25,1100.00
Test,4,5,7,-0.0709,-0.2659,0.0395,-0.0769,-0.0766,0.0013,-0.0082,0.0041,-0.0049,-0.0082,1200.00,16.00,1400.00
Test,4,5,8,-0.0698,-0.2830,0.0405,-0.0750,-0.0730,-0.0048,-0.0320,0.0000,-0.0042,-0.0320,98100.00,17.00,1600.00
Test,4,5,9,-0.0705,-0.0651,0.0721,-0.0136,-0.0584,0.0443,0.0354,0.0015,0.0131,0.0365,1500.00,100.00,1500.00
Test,4,6,1,0.0422,-43.8855,-0.0541,0.0139,0.0223,-0.2108,-0.0766,0.0733,0.0360,-0.0444,100.00,65300.00,15300.00
Test,4,6,2,0.0277,-0.3573,-0.0692,-0.0044,0.0084,-0.1020,-0.1020,-0.2195,0.0100,-0.0715,0.31,5800.00,3600.00
Test,4,6,3,0.0961,-0.3182,0.0295,0.0722,0.0815,0.0710,0.1051,0.1287,0.0722,0.1033,16.00,44500.00,1100.00
Test,4,6,4,0.0857,-0.2093,0.0346,0.0527,0.0626,0.0421,0.1151,0.1059,0.0585,0.1150,5.00,2.00,600.00
Test,4,6,5,-0.0128,-0.2720,-0.0501,-0.0502,-0.0323,-0.0096,-0.0084,-0.0674,-0.1050,-0.1021,2.00,0.87,0.85
Test,4,6,6,0.0396,-0.5713,-0.0925,-0.0157,0.0247,-0.0815,-0.1247,-0.5711,-0.5711,-0.5608,0.00,0.00,0.02
Test,4,6,7,0.0107,-0.6451,-0.0921,-0.0498,-0.0055,-0.0332,-0.1519,-0.6449,-0.6449,-0.6173,0.00,0.00,0.05
Test,4,6,8,0.0024,-0.6072,-0.1040,-0.0811,-0.0273,-0.0420,-0.0739,-0.6071,-0.5981,-0.5316,0.00,0.02,0.18
Test,4,6,9,-0.1114,-0.5626,-0.1402,-0.1984,-0.1564,-0.1058,-0.1316,-0.1750,-0.1775,-0.1261,2.00,4.00,2500.00
Test,4,7,1,-0.1277,-0.9882,0.0324,-0.1123,-0.1177,-0.0758,-0.0532,0.0000,-0.1123,-0.0532,39200.00,2400.00,10200.00
Test,4,7,2,-0.1377,-0.1218,-0.0024,-0.1339,-0.1421,-0.0108,0.0045,-0.0083,0.0034,0.0045,4.00,8800.00,100.00
Test,4,7,3,-0.1151,-0.1063,0.0604,0.0384,-0.0032,0.0554,0.0591,0.0018,0.0081,0.0592,2.00,2.00,100.00
Test,4,7,4,-0.1108,-0.1062,0.0035,0.0498,0.0215,0.0335,0.0447,-0.0154,0.0500,0.0452,4.00,8500.00,9300.00
Test,4,7,5,-0.1149,-0.0586,0.0122,-0.0190,0.0582,-0.0015,0.0397,-0.0467,-0.0114,0.0397,4.00,24.00,1500.00
Test,4,7,6,-0.0617,-0.1492,-0.0460,-0.1772,-0.0138,0.0127,0.0252,0.0000,-0.1046,0.0252,57700.00,100.00,59400.00
Test,4,7,7,-0.0662,-0.2343,-0.0769,-0.1891,-0.0681,-0.0189,-0.0107,0.0000,-0.1165,-0.0086,39100.00,100.00,10800.00
Test,4,7,8,-0.0668,-0.2791,-0.0706,-0.1960,-0.0619,-0.0143,-0.0117,-0.1019,-0.1225,-0.0116,10.00,100.00,300.00
Test,4,7,9,-0.0826,-0.1616,-0.0230,-0.1443,0.0027,0.0034,-0.0192,0.0000,-0.0932,-0.0192,31900.00,100.00,53100.00
Test,4,8,1,-0.0189,-0.5978,0.0721,-0.0141,-0.0068,0.0324,0.0518,0.0000,-0.0141,0.0518,57700.00,33500.00,13000.00
Test,4,8,2,-0.0392,-0.1971,0.0477,-0.0405,-0.0379,0.0557,0.0292,0.0676,0.0934,0.0303,1.00,23300.00,100.00
Test,4,8,3,-0.0202,-0.1601,0.0680,-0.0016,-0.0108,-0.0533,-0.0533,-0.0754,-0.0400,-0.1753,0.89,1.00,14900.00
Test,4,8,4,-0.0076,-0.0200,0.0964,0.0339,0.0173,0.1176,0.1043,0.1053,0.1069,0.1043,2.00,5.00,12100.00
Test,4,8,5,-0.0633,-0.3362,0.0158,-0.0586,-0.0440,0.0657,-0.0030,-0.0981,-0.1070,-0.0018,1.00,0.94,400.00
Test,4,8,6,-0.0226,-0.1918,0.0309,-0.0127,0.0015,0.0642,0.0472,-0.1917,0.0440,0.0179,0.00,5.00,4.00
Test,4,8,7,-0.0744,-0.2383,-0.0327,-0.0757,-0.0307,-0.0010,0.0069,-0.0131,-0.0101,0.0069,4.00,5.00,1300.00
Test,4,8,8,-0.0854,-0.3385,-0.0417,-0.0876,-0.0470,-0.0169,-0.0128,-0.0161,-0.0271,-0.0303,7.00,6.00,6.00
Test,4,8,9,-0.0818,-0.3272,-0.0326,-0.0677,-0.0319,-0.0223,0.0224,-0.0070,-0.0418,0.0224,8.00,8.00,77800.00
Test,4,9,1,0.0112,-12.9900,0.0340,-0.0083,-0.0084,0.1156,0.0393,0.0888,-0.0114,0.0396,52400.00,21800.00,3100.00
Test,4,9,2,-0.0376,-0.2309,-0.0133,-0.0712,-0.0639,0.0403,0.0004,-0.2098,-0.2049,-0.2048,0.02,0.02,0.02
Test,4,9,3,0.0047,-0.4221,-0.0200,-0.0108,-0.0104,0.1008,0.0203,0.0707,-0.0108,0.0203,2.00,6500.00,98000.00
Test,4,9,4,0.0724,-0.0007,0.0626,0.0879,0.1367,0.0555,-0.0624,0.0440,0.1296,-0.0624,2.00,7.00,200.00
Test,4,9,5,-0.0397,-0.1164,0.0838,-0.1076,-0.0826,0.0440,0.0424,0.0494,0.0869,0.0424,2.00,5.00,1300.00
Test,4,9,6,0.0758,-0.4955,-0.0261,-0.0475,-0.0251,-0.0330,0.0000,-0.3417,-0.3372,0.0000,0.26,0.28,500.00
Test,4,9,7,0.0364,-0.1892,-0.0129,-0.1096,-0.0836,-0.0074,0.0112,-0.0056,0.0178,0.0112,3.00,5.00,46600.00
Test,4,9,8,0.0287,-0.2800,-0.0639,-0.1319,-0.0976,-0.0540,-0.0333,-0.1468,-0.0143,-0.0333,0.29,5.00,34800.00
Test,4,9,9,-0.1607,-0.2155,-0.1303,-0.4609,-0.3943,-0.1638,-0.1164,-0.1171,-0.1545,-0.1175,2.00,4.00,100.00
Test,4,10,1,0.0021,-0.6924,-0.0338,-0.0339,-0.0035,-0.0353,-0.0353,-0.0005,-0.0339,-0.0372,100.00,7500.00,100.00
Test,4,10,2,-0.0266,-0.2378,0.0370,-0.0505,-0.0321,0.0359,0.0359,-0.0927,-0.0005,0.0359,0.86,11800.00,28300.00
Test,4,10,3,-0.0235,-0.1942,0.0658,-0.0200,-0.0131,0.0797,0.0712,0.0166,-0.0141,0.0712,2.00,500.00,700.00
Test,4,10,4,0.0298,-0.0350,0.0650,0.0703,0.0767,0.0501,0.0501,0.0730,0.0855,0.0501,5.00,6.00,100000.00
Test,4,10,5,0.0419,-0.0583,0.0635,0.0719,0.0619,0.0565,0.0565,0.0647,0.0625,0.0426,6.00,3.00,44400.00
Test,4,10,6,0.0503,-0.0677,0.0503,0.1141,0.1032,0.0610,0.0408,0.0542,0.0489,0.0332,4.00,3.00,15500.00
Test,4,10,7,0.0353,-0.0393,0.0573,0.1046,0.0954,0.0635,0.0650,0.0365,0.0406,0.0650,3.00,3.00,37100.00
Test,4,10,8,0.0221,-0.0568,0.0350,0.0969,0.0929,0.0470,0.0232,0.0198,-0.0022,0.0250,4.00,2.00,3200.00
Test,4,10,9,-0.0017,-0.0864,0.0312,0.0386,0.0395,0.0530,0.0465,0.0279,0.0106,0.0463,4.00,2.00,5800.00
Test,4,11,1,-0.1270,-1.1276,-0.0530,-0.0913,-0.1032,-0.1510,-0.1082,0.0000,-0.0913,-0.1083,62800.00,18500.00,25500.00
Test,4,11,2,-0.1568,-0.0843,-0.0317,-0.1219,-0.1395,-0.2200,-0.2200,-0.0307,-0.1219,-0.2200,0.70,17400.00,1200.00
Test,4,11,3,-0.1006,-0.2418,-0.0315,-0.0584,-0.0772,-0.1919,-0.0002,-0.0816,-0.0772,0.0000,7.00,0.66,900.00
Test,4,11,4,-0.1063,-0.3864,-0.0979,-0.0724,-0.0838,0.0020,-0.0276,-0.0927,-0.0738,-0.0276,8.00,3.00,600.00
Test,4,11,5,-0.1286,-0.4238,0.0447,-0.0976,-0.1046,-0.0711,-0.0617,-0.4051,-0.3971,-0.0617,0.02,0.03,900.00
Test,4,11,6,-0.0931,-0.3340,0.0300,-0.0507,-0.0586,-0.0202,0.0109,-0.2268,-0.2359,-0.2919,0.12,0.11,0.04
Test,4,11,7,-0.1006,-0.2439,0.0545,-0.0574,-0.0642,0.0284,-0.0039,-0.0198,0.0129,-0.0039,12.00,3.00,65000.00
Test,4,11,8,-0.1126,-0.3965,0.0398,-0.0647,-0.0681,-0.0459,-0.0490,-0.0195,-0.0010,-0.0490,8.00,4.00,33600.00
Test,4,11,9,-0.1037,-0.1973,0.1046,-0.0383,-0.0461,0.0877,0.0601,-0.0025,0.0258,0.0601,9.00,6.00,13900.00
